Year,Charcoal_A,Charcoal_D,Landfill_C,Landfill_A,Landfill_DC
46,482823034.0,483306.0,361769995.0,2996190410.0,307129767.0
47,491557055.0,492049.0,382878563.0,3056751802.0,322317171.0
48,502044487.0,502547.0,400982132.0,3137515492.0,320218442.0
49,512473853.0,512987.0,416802617.0,3234833808.0,319484301.0
50,525012751.0,525538.0,431383465.0,3345992928.0,320224345.0
51,535516686.0,536053.0,446038251.0,3468300076.0,323731103.0
52,547171058.0,547719.0,458759289.0,3600285513.0,326773852.0
53,558722424.0,559282.0,470110964.0,3738655162.0,331741315.0
54,570293324.0,570864.0,486228855.0,3880425266.0,344458752.0
55,583474380.0,584058.0,491326859.0,4028796931.0,342955194.0
56,596296454.0,596893.0,515003529.0,4171926032.0,371874427.0
57,606337941.0,606945.0,511777813.0,4326615087.0,357088758.0
58,619213755.0,619834.0,529782822.0,4465766768.0,390631142.0
59,632244014.0,632877.0,545567424.0,4610063564.0,401270628.0
60,645257594.0,645903.0,553533925.0,4756934598.0,406662891.0
61,657866582.0,658525.0,559770296.0,4899645773.0,417059121.0
62,670954855.0,671626.0,581275862.0,5037047200.0,443874435.0
63,685414208.0,686100.0,594396123.0,5184579738.0,446863585.0
64,700128266.0,700829.0,612724991.0,5334096885.0,463207843.0
65,711663597.0,712376.0,606751784.0,5490556354.0,450292315.0
66,728588893.0,729318.0,633490603.0,5629687829.0,494359128.0
67,745902483.0,746649.0,652471749.0,5783157988.0,499001591.0
68,764410056.0,765175.0,672772177.0,5942843777.0,513086388.0
69,779953414.0,780734.0,694903482.0,6111577957.0,526169302.0
70,797736635.0,798535.0,713206080.0,6290821498.0,533962539.0
71,816381106.0,817198.0,734996275.0,6476262867.0,549554906.0
72,835564011.0,836400.0,743344636.0,6671131720.0,548475782.0
73,854565962.0,855421.0,760552936.0,6861648903.0,570035753.0
74,875197246.0,876073.0,772029486.0,7055153737.0,578524652.0
75,895605983.0,896502.0,799931245.0,7244944386.0,610140596.0
76,915448733.0,916365.0,820429830.0,7446401769.0,618972447.0
77,936975386.0,937913.0,829807166.0,7650686100.0,625522835.0
78,957430350.0,958389.0,864680690.0,7846321200.0,669045590.0
79,1003259228.0,1004263.0,875447797.0,8056514479.0,665254518.0
80,1063544025.0,1064609.0,894884213.0,8258028914.0,693369778.0
81,1125345009.0,1126471.0,912775461.0,8459400248.0,711404127.0
82,1177739720.0,1178919.0,911356797.0,8658608004.0,712149042.0
83,1225299136.0,1226526.0,933402829.0,8837086050.0,754924783.0
84,1272931274.0,1274205.0,943637741.0,9018103817.0,762619973.0
85,1342125081.0,1343469.0,933569583.0,9190571040.0,761102360.0
86,1411808334.0,1413222.0,951708474.0,9335972073.0,806307441.0
87,1470247455.0,1471719.0,956480178.0,9480748466.0,811703785.0
88,1530448874.0,1531981.0,982858021.0,9613768126.0,849838361.0
89,1605089514.0,1606696.0,994886694.0,9758463494.0,850191326.0
90,1680795234.0,1682478.0,1014718549.0,9902333675.0,870848368.0
91,1750663841.0,1752416.0,1023064957.0,10054770294.0,870628338.0
92,1832039303.0,1833873.0,1047378085.0,10205636108.0,896512271.0
93,1903966425.0,1905872.0,1045486957.0,10372533410.0,878589655.0
94,1987478039.0,1989468.0,1073197402.0,10530286243.0,915444568.0
95,2058370764.0,2060431.0,1091381140.0,10707941518.0,913725866.0
96,2141826564.0,2143971.0,1109882352.0,10895866520.0,921957350.0
97,2221578017.0,2223802.0,1136830588.0,11094690493.0,938006614.0
98,2285646487.0,2287934.0,1124372072.0,11312135551.0,906927014.0
99,2350274731.0,2352627.0,1150326251.0,11509040485.0,953421317.0
100,2418417548.0,2420838.0,1170696446.0,11723513516.0,956223415.0
101,2493847929.0,2496344.0,1199539759.0,11949061055.0,973992220.0
102,2561689255.0,2564254.0,1196631009.0,12194275075.0,951416989.0
103,2634814515.0,2637452.0,1234908045.0,12427492825.0,1001690295.0
104,2705663281.0,2708372.0,1244551052.0,12687528644.0,984515233.0
105,2795416982.0,2798215.0,1282451758.0,12945848020.0,1024132382.0
106,2897395529.0,2900296.0,1270278994.0,13229527932.0,986599082.0
107,2987839461.0,2990830.0,1246385007.0,13487320195.0,988592743.0
108,3095698469.0,3098797.0,1257308876.0,13706975417.0,1037653654.0
109,3192773176.0,3195969.0,1277928485.0,13920745086.0,1064158817.0
110,3270667177.0,3273941.0,1282224856.0,14140097984.0,1062871958.0
111,3343058202.0,3346405.0,1303935602.0,14350587069.0,1093446517.0
112,3432258170.0,3435694.0,1321023587.0,14569783396.0,1101827259.0
113,3530680350.0,3534215.0,1333285989.0,14793640905.0,1109428481.0
114,3621943583.0,3625569.0,1350605222.0,15018851814.0,1125394312.0
115,3691652915.0,3695348.0,1354844069.0,15249673818.0,1124022064.0
116,3761652034.0,3765417.0,1355576212.0,15475305025.0,1129945004.0
117,3824563373.0,3828392.0,1360366812.0,15693058628.0,1142613210.0
118,3878500156.0,3882383.0,1386213160.0,15906816708.0,1172455079.0
