Year,Harveted_Timber,Biomass,Pulpwood,Sawlog,Biochar,Residential_Fuel,Industry_Fuel,Paper,Composite_Board,Lumber,Veneer,Construction_B,Construction_E,Home_Application,Processing_Residual
1916,1587573750.0,238136062.5,873165562.5,476272125.0,0.0,71678955.0,166457108.0,526603517.0,0.0,183364768.0,24099370.0,70225366.0,56535222.0,80703550.0,705390768.0
1917,1644272813.0,246640921.9,904350046.9,493281844.2,0.0,73992277.0,172648645.0,547476485.0,0.0,226268382.0,28758332.0,90632669.0,69779134.0,94614911.0,690430154.0
1918,1576233938.0,236435090.6,866928665.6,472870181.8,0.0,72585573.0,163849518.0,526804124.0,0.0,197139579.0,27568332.0,97314255.0,55936540.0,71457116.0,681626604.0
1919,1530874688.0,229631203.1,841981078.1,459262406.8,0.0,80141290.0,149489913.0,513570670.0,0.0,205106591.0,30311319.0,91721172.0,65067156.0,78629582.0,644835036.0
1920,1474175625.0,221126343.8,810796593.8,442252687.4,0.0,79163231.0,141963113.0,496406078.0,0.0,186321057.0,22377986.0,80482073.0,48702635.0,79514335.0,638951941.0
1921,1360777500.0,224116625.0,748427625.0,388233250.0,0.0,82923151.0,141193474.0,459078385.0,0.0,156302706.0,24769281.0,76729617.0,42415751.0,61926620.0,581375074.0
1922,1190680313.0,228602046.9,654874171.9,307204094.2,0.0,73838461.0,154763586.0,403194942.0,0.0,139224895.0,20951319.0,60361605.0,48398044.0,51416565.0,474464965.0
1923,1133981250.0,220097187.5,623689687.5,290194375.0,0.0,66909545.0,153187642.0,385426212.0,0.0,115236186.0,15960691.0,50343390.0,39395273.0,41458213.0,470842342.0
1924,1190680313.0,228602046.9,654874171.9,307204094.2,0.0,88926196.0,139675851.0,405449273.0,0.0,136521499.0,21627168.0,55952998.0,40517688.0,61677980.0,476492513.0
1925,1162330781.0,224349617.2,639281929.7,298699234.1,0.0,78298016.0,146051601.0,396529871.0,0.0,122556296.0,17085596.0,52303708.0,36648177.0,50690007.0,478698307.0
1926,1133981250.0,200097187.5,623689687.5,310194375.0,0.0,69433724.0,130663463.0,388291781.0,0.0,135120670.0,21837684.0,58116342.0,37785212.0,61056800.0,465080865.0
1927,1105631719.0,225844757.8,608097445.3,271689515.9,0.0,71592788.0,154251970.0,379283683.0,0.0,131497726.0,18230367.0,56794411.0,45170420.0,47763262.0,426010147.0
1928,1099961813.0,204994271.9,604978996.9,289988544.2,0.0,78512806.0,126481466.0,378034533.0,0.0,143225342.0,16268357.0,66551457.0,37597928.0,55344314.0,432984343.0
1929,1105631719.0,205844757.8,608097445.3,291689515.9,0.0,70398907.0,135445851.0,380682935.0,0.0,120963642.0,16042923.0,53648757.0,41981826.0,41375983.0,458731673.0
1930,1077282188.0,221592328.1,592505203.1,263184656.8,0.0,70244768.0,151347560.0,371603939.0,0.0,110300690.0,16501678.0,49808477.0,38192366.0,38801525.0,432634891.0
1931,1020583125.0,233087468.8,561320718.8,226174937.4,0.0,76219602.0,156867867.0,352692306.0,0.0,108971085.0,15425131.0,46815272.0,30310382.0,47270562.0,382439081.0
1932,963884062.5,224582609.4,530136234.4,209165218.7,0.0,86688887.0,137893722.0,334320148.0,0.0,88121307.0,13574823.0,43270076.0,24764635.0,33661419.0,372537206.0
1933,907185000.0,226077750.0,498951750.0,182155500.0,0.0,83196612.0,142881138.0,315229602.0,0.0,84155841.0,11821892.0,35790097.0,27555207.0,32632429.0,335653642.0
1934,850485937.5,237572890.6,467767265.6,145145781.3,0.0,86714105.0,150858786.0,296067360.0,0.0,57318069.0,9260301.0,24601773.0,17742070.0,24234527.0,312451044.0
1935,861825750.0,209273862.5,474004162.5,178547725.0,0.0,75129317.0,134144546.0,300561951.0,0.0,72668924.0,10016527.0,33851754.0,20224531.0,28609166.0,332864355.0
1936,878835468.8,231825320.3,483359507.8,163650640.7,0.0,72329500.0,159495820.0,306494095.0,0.0,79746957.0,9180801.0,34726912.0,24232192.0,29968654.0,316402637.0
1937,907185000.0,256077750.0,498951750.0,152155500.0,0.0,86042124.0,170035626.0,316957054.0,0.0,71300067.0,9038037.0,29204508.0,22211879.0,28921717.0,321293271.0
1938,963884062.5,224582609.4,530136234.4,209165218.7,0.0,75235174.0,149347435.0,337379177.0,0.0,88351388.0,11734169.0,35991567.0,27262505.0,36831485.0,374147779.0
1939,1020583125.0,223087468.8,561320718.8,236174937.4,0.0,71611077.0,151476391.0,357873602.0,0.0,98721124.0,12210244.0,43655598.0,33885428.0,33390342.0,405903928.0
1940,1077282188.0,211592328.1,592505203.1,273184656.8,0.0,72152984.0,139439344.0,378440375.0,0.0,121102758.0,18330690.0,58528584.0,33497492.0,47407372.0,430003810.0
1941,1099961813.0,214994271.9,604978996.9,279988544.2,0.0,76752955.0,138241317.0,387107151.0,0.0,136438418.0,14475408.0,60867470.0,41603018.0,48443338.0,431564217.0
1942,1150990969.0,192648645.3,633045032.8,325297290.9,0.0,70316756.0,122331890.0,405798097.0,0.0,125597284.0,16460043.0,56909586.0,39547339.0,45600402.0,499762480.0
1943,1162330781.0,214349617.2,639281929.7,308699234.1,0.0,80809806.0,133539812.0,409796109.0,0.0,136506801.0,16978458.0,61763236.0,44909019.0,46813004.0,474854940.0
1944,1133981250.0,210097187.5,623689687.5,300194375.0,0.0,80467223.0,129629965.0,400522922.0,0.0,146945147.0,15850263.0,61643133.0,47266996.0,53885281.0,449243809.0
1945,1122641438.0,228396215.6,617452790.6,276792431.8,0.0,70802827.0,157593389.0,397232608.0,0.0,120875255.0,16745942.0,50443674.0,34193363.0,52984161.0,447897630.0
1946,1190680313.0,218602046.9,654874171.9,317204094.2,0.0,83724584.0,134877463.0,422065866.0,0.0,151084310.0,22331168.0,68850107.0,44390200.0,60175171.0,471225702.0
1947,1162330781.0,214349617.2,639281929.7,308699234.1,0.0,81024155.0,133325462.0,412016679.0,0.0,146014738.0,15959750.0,65686810.0,47371383.0,48916295.0,466365711.0
1948,1360777500.0,204116625.0,748427625.0,408233250.0,0.0,62051454.0,142065171.0,483228264.0,0.0,184113196.0,23799998.0,79377099.0,46618296.0,81917798.0,574533868.0
1949,1474175625.0,221126343.8,810796593.8,442252687.4,0.0,87123779.0,134002564.0,524437222.0,0.0,187294013.0,24810376.0,72657419.0,57786780.0,81660190.0,635546596.0
1950,1587573750.0,238136062.5,873165562.5,476272125.0,0.0,75965404.0,162170659.0,564778546.0,0.0,228420111.0,28814464.0,97796470.0,69663239.0,89774867.0,655620331.0
1951,1769944741.0,284318536.8,977344970.3,508281233.9,0.0,90697613.0,193620924.0,525489208.0,184360386.0,233707711.0,31869233.0,196704467.42000002,75848775.0,177384087.57999998,657100023.0
1952,1723651500.0,241311210.0,913535295.0,568804995.0,0.0,76013031.0,165298179.0,489352584.0,177950400.0,255279682.0,30032904.0,221404253.0,75248912.0,166609821.0,668826813.0
1953,1786020469.0,250042865.6,946590848.4,589386755.0,0.0,94016117.0,156026748.0,504125666.0,189671886.0,269703379.0,40844502.0,216055811.57999998,71109564.0,213054391.42000002,676181246.0
1954,1769010750.0,247661505.0,937575697.5,583773547.5,0.0,93616049.0,154045456.0,497591478.0,192813515.0,261355417.0,35960451.0,201155555.35,78848168.0,210125658.65,678222957.0
1955,1814370000.0,254011800.0,961616100.0,598742100.0,0.0,90428201.0,163583599.0,508750482.0,202577409.0,234467406.0,40175595.0,188567712.69,60648041.0,228004656.31,724182303.0
1956,1842719531.0,276407929.7,976641351.6,589670249.7,0.0,109457540.0,166950390.0,514532710.0,210409704.0,270481744.0,38918236.0,260864957.36,78928554.0,180016172.64,684950751.0
1957,1984467188.0,277825406.3,1051767609.0,654874172.7,0.0,101684099.0,176141308.0,552693735.0,231402940.0,256448726.0,44662419.0,259998981.79999998,80871829.0,191643274.2,787887854.0
1958,1699962291.0,221151223.2,884604892.7,594206175.1,0.0,80277894.0,140873329.0,462592459.0,198504826.0,238573779.0,30066832.0,211034605.33999997,69416734.0,186694098.66,689348322.0
1959,1995807000.0,279412980.0,1057777710.0,658616310.0,0.0,102265151.0,177147829.0,551988782.0,241529080.0,286893265.0,44917632.0,257456108.60000002,81161609.0,234722259.39999998,760274180.0
1960,2018486625.0,282588127.5,1069797911.0,666100586.5,0.0,103709843.0,178878285.0,586831013.0,248621537.0,267439385.0,38100954.0,251536033.61,87084191.0,215541651.39,797480217.0
1961,2041166250.0,285763275.0,1081818113.0,673584862.0,0.0,101731726.0,184031549.0,591303008.0,255664928.0,311196206.0,42233771.0,246542322.76,81730682.0,280821899.24,760559218.0
1962,2018486625.0,282588127.5,1069797911.0,666100586.5,0.0,95797375.0,186790752.0,583840881.0,256575001.0,317996420.0,46893481.0,267347615.51,109441428.0,244675858.49,735372593.0
1963,2097865313.0,293701143.8,1111868616.0,692295553.2,0.0,98977285.0,194723858.0,605971339.0,270427067.0,282525815.0,37314730.0,277935133.52,78521813.0,233810665.48000002,822345849.0
1964,2267962500.0,317514750.0,1202020125.0,748427625.0,0.0,112400222.0,205114528.0,652605040.0,296655502.0,329308155.0,51042764.0,286519873.96000004,98919005.0,291567543.03999996,853048321.0
1965,2353011094.0,326586600.0,1247379375.0,779045119.0,0.0,112345790.0,214240810.0,676493660.0,311805759.0,308501867.0,42847482.0,276139697.73,102650929.0,284364481.27,929573341.0
1966,2101172760.0,255960433.4,1093938635.0,751273691.6,0.0,91377875.0,164582559.0,592707279.0,276814159.0,322296414.0,38014449.0,298063879.4,100785434.0,238275709.60000002,829925414.0
1967,2608156875.0,365141962.5,1382323144.0,860691768.5,0.0,134007100.0,231134862.0,746372175.0,353915067.0,405213685.0,42604243.0,374686704.84000003,113417503.0,313628787.15999997,966118644.0
1968,2721555000.0,381017700.0,1442424150.0,898113150.0,0.0,132594160.0,248423540.0,778249854.0,373489341.0,410976577.0,59275468.0,328606743.22,134392862.0,380741781.78,1003711128.0
1969,2778254063.0,388955568.8,1472474653.0,916823841.2,0.0,152081627.0,236873941.0,792463476.0,385430224.0,398359959.0,56476349.0,364212429.04,128287036.0,347767067.96000004,1048403850.0
1970,2915276066.0,358771255.8,1827685789.0,728819021.2,0.0,111219089.0,247552167.0,982385399.0,484049844.0,301439547.0,45696953.0,379136869.56,89240463.0,362809011.44,1107843156.0
1971,2891652188.0,404831306.3,1532575659.0,954245222.7,0.0,128736355.0,276094951.0,823398481.0,410012807.0,418818228.0,64029854.0,430442132.2,147282185.0,315136572.8,1078909788.0
1972,2976700781.0,416738109.4,1577651414.0,982311257.6,0.0,139190529.0,277547581.0,845086581.0,426213719.0,420330987.0,49704950.0,440926745.64,123957877.0,331365033.36,1136260505.0
1973,2948351250.0,412769175.0,1562626163.0,972955912.0,0.0,152724595.0,260044580.0,836808009.0,426163456.0,427030350.0,66355593.0,419015386.68,105843126.0,394690886.32,1096270313.0
1974,3005050313.0,420707043.8,1592676666.0,991666603.2,0.0,144723223.0,275983821.0,850484403.0,437800560.0,462513304.0,59995829.0,394690382.2,147104609.0,418514701.79999995,1096388040.0
1975,2981671928.0,433616059.5,1655612625.0,892443243.5,0.0,169977495.0,263638564.0,883982256.0,459161389.0,402491903.0,63809692.0,419605939.28,124119226.0,381737818.72,1076813702.0
1976,3118448438.0,436582781.3,1652777672.0,1029087985.0,0.0,164155126.0,272427656.0,880088803.0,462346383.0,458458697.0,55467842.0,439166332.65,147634649.0,389471940.35,1163413356.0
1977,3175147500.0,444520650.0,1682828175.0,1047798675.0,0.0,148469897.0,296050753.0,896101515.0,474716620.0,435674689.0,71459870.0,442905258.6,125753142.0,413192777.4,1199407247.0
1978,3231846563.0,452458518.8,1712878678.0,1066509366.0,0.0,177816198.0,274642321.0,909755683.0,487151842.0,512671052.0,73909099.0,430856446.9,173158461.0,469717085.1,1149150688.0
1979,3339574781.0,467540469.4,1769974634.0,1102059678.0,0.0,147742788.0,319797681.0,940209405.0,507405308.0,433991101.0,73948204.0,481940322.40000004,136943992.0,396460298.6,1284354256.0
1980,3345244688.0,413903156.3,1871069063.0,1060272469.0,45529347.0,105545305.0,262828504.0,991463352.0,540555594.0,481681783.0,54816087.0,443806673.24,140160069.0,493086721.76,1252096155.0
1981,3458642813.0,484209993.8,1833080691.0,1141352128.0,62947299.0,130736698.0,290525996.0,1015967822.0,532914650.0,514749810.0,75329240.0,517879957.0,142233834.0,462879908.0,1263529474.0
1982,3401943750.0,476272125.0,1803030188.0,1122641437.0,64296737.0,149787583.0,262187805.0,996953623.0,528055735.0,517425438.0,61745279.0,484521566.04999995,139853511.0,482851373.95,1242822610.0
1983,3175147500.0,444520650.0,1682828175.0,1047798675.0,52453437.0,133356195.0,258711018.0,930038197.0,496412792.0,501371666.0,61086663.0,489838972.6,125162727.0,443869421.4,1136948244.0
1984,3118448438.0,436582781.3,1652777672.0,1029087985.0,44968026.0,138178450.0,253436305.0,912140205.0,490991079.0,400726861.0,55467842.0,415678629.71000004,131013644.0,400493507.28999996,1211788990.0
1985,3061749375.0,408233250.0,1655612625.0,997903500.0,48987990.0,106140645.0,253104615.0,913343429.0,494595980.0,384192848.0,50493917.0,447795308.59999996,129276713.0,352210723.4,1202153330.0
1986,3118448438.0,530136234.4,1559224219.0,1029087985.0,72628664.0,163016892.0,294490678.0,859033809.0,468948480.0,476570646.0,58863833.0,397935834.6,153480152.0,452966972.4,1094419086.0
1987,3175147500.0,539775075.0,1587573750.0,1047798675.0,76108286.0,123878380.0,339788410.0,874379384.0,480634131.0,450658210.0,54171191.0,415331148.64,120753173.0,449379209.36,1153687948.0
1988,3231846563.0,549413915.6,1615923281.0,1066509366.0,56589633.0,144221153.0,348603129.0,889747671.0,491756442.0,502112610.0,64523817.0,439617428.15999997,142640521.0,476134919.84000003,1120530016.0
1989,3288545625.0,559052756.3,1644272813.0,1085220056.0,58700539.0,147869454.0,352482763.0,904276360.0,503563033.0,430940884.0,54912135.0,437904756.16999996,105211471.0,446299823.83000004,1229948066.0
1990,3365830530.0,572191190.0,1682915265.0,1110724075.0,78390193.0,178237556.0,315563441.0,925341036.0,518609295.0,443512123.0,76973178.0,445953278.5,132408858.0,460732458.5,1234670972.0
1991,3625843812.0,616393448.0,1812921906.0,1196528458.0,80131148.0,152249182.0,384013118.0,995711287.0,561365559.0,542266697.0,60544340.0,508877309.55,159073996.0,496225290.45000005,1286909361.0
1992,3629863775.0,617076841.8,1814931888.0,1197855045.0,68495529.0,185431591.0,363149721.0,996682451.0,565361318.0,579761842.0,69834949.0,611544310.44,156791878.0,446621920.56,1241213551.0
1993,3548917359.0,603315951.0,1774458679.0,1171142729.0,89290761.0,159275411.0,354749779.0,972576335.0,556012757.0,458619493.0,74718906.0,467332752.78999996,139063187.0,482955216.21000004,1314341902.0
1994,3465483554.0,589132204.2,1732741777.0,1143609573.0,73641526.0,180569021.0,334921658.0,950487735.0,545382362.0,535895446.0,66672438.0,550254947.1,165477192.0,432218106.9,1200749020.0
1995,3706046223.0,630027858.0,1853023112.0,1222995253.0,90724012.0,170737550.0,368566297.0,1014568660.0,586562336.0,559642628.0,71300623.0,609785117.52,153596825.0,454123644.48,1296582300.0
1996,3786774462.0,643751658.5,1893387231.0,1249635573.0,67593924.0,207609910.0,368547824.0,1034762376.0,601917475.0,570458639.0,71479155.0,544039762.25,188542908.0,511272599.75,1326599069.0
1997,3964319638.0,673934338.5,1982159819.0,1308225481.0,88285398.0,177581698.0,408067242.0,1084266099.0,633610136.0,618790653.0,89220978.0,614840861.44,215128626.0,511652279.56,1351817290.0
1998,3923575125.0,667007771.3,1961787563.0,1294779791.0,80040933.0,214776502.0,372190336.0,1071208062.0,629682834.0,525551117.0,86879724.0,501398094.94,168325392.0,572390188.06,1425250606.0
1999,3479513170.0,591517239.0,1739756585.0,1148239346.0,60334758.0,199932827.0,331249654.0,950037634.0,561397220.0,529223515.0,56837848.0,481775044.6,151114750.0,514568788.4,1220147540.0
2000,3543849030.0,602454335.0,1771924515.0,1169470180.0,61450342.0,191580479.0,349423514.0,965927998.0,574783509.0,473401529.0,83617118.0,418182921.6,150954838.0,562664396.4,1281733181.0
2001,3601564593.0,612265980.8,1800782296.0,1188516316.0,67349258.0,181842996.0,363073727.0,1020596722.0,586409155.0,494185084.0,78442077.0,608879502.0,142087123.0,408069692.0,1295217084.0
2002,3797783719.0,645623232.2,1898891859.0,1253268628.0,77474788.0,179483259.0,388665186.0,1074389165.0,621514125.0,528002073.0,82715729.0,647792558.0,152618379.0,431820991.0,1358003594.0
2003,3400250149.0,578042525.3,1700125075.0,1122082549.0,69365103.0,173412758.0,335264665.0,962039703.0,558531498.0,469030505.0,78994611.0,489921671.0,127475574.0,489159368.0,1213839066.0
2004,3706753828.0,630148150.7,1853376914.0,1223228763.0,76878074.0,153126001.0,400144076.0,1048065366.0,611899872.0,504581865.0,67277582.0,501914218.40000004,127993581.0,553851519.6,1347983422.0
2005,3596054691.0,537659066.0,1596351332.0,1462044293.0,77422906.0,157534106.0,302702054.0,902866492.0,528933543.0,717278930.0,82020685.0,521452286.20000005,204870083.0,601910788.8,1262041332.0
2006,3989320682.0,677019249.5,1632811131.0,1679490302.0,99521830.0,170947360.0,406550059.0,922015596.0,543627187.0,801788670.0,97914285.0,677902320.3299999,231243453.0,534184368.66999996,1392054863.0
2007,3758090293.0,798924717.2,1738819406.0,1220346170.0,107854837.0,237680103.0,453389777.0,982074793.0,580924493.0,535609934.0,85912370.0,457288774.20000005,170369208.0,574788814.8,1250089967.0
2008,3247818915.0,711938149.5,1667662083.0,868218682.5,96823588.0,202190434.0,412924127.0,941351005.0,559773597.0,425948086.0,55392352.0,506339107.32000005,112785285.0,421989642.68,1010781747.0
2009,3237817881.0,833079098.5,1630205095.0,774533687.5,113298757.0,269084549.0,450695792.0,920430887.0,549027608.0,337386874.0,49415249.0,393488281.36,91232309.0,451109140.64,996936557.0
2010,3309033718.0,832985885.3,1683003262.0,793044570.7,95793377.0,279466765.0,457725744.0,948802522.0,569411260.0,328875583.0,54085640.0,425512843.2,104821848.0,422037791.8,1038321482.0
2011,3054537027.0,611089341.4,1726891058.0,716556627.6,82497061.0,200742849.0,327849432.0,972088596.0,586144222.0,323955251.0,48080950.0,461143232.88,100918540.0,396118650.12,988435407.0
2012,3056602914.0,616879903.3,1522209256.0,917513754.7,77109988.0,157612815.0,382157100.0,857979037.0,518309223.0,383520749.0,59546643.0,480893280.34,119682693.0,360800641.65999997,1041426910.0
2013,3255137630.0,669889444.4,1715902326.0,869345859.6,99813527.0,173166421.0,396909496.0,965740604.0,586849486.0,354780045.0,53551705.0,447545528.14,92359742.0,455275965.86,1099457482.0
2014,3302888447.0,741312346.2,1653179101.0,908396999.8,110455540.0,180509556.0,450347250.0,930747851.0,567132275.0,382707656.0,45964888.0,397981516.25,112519684.0,485303618.75,1094181329.0
2015,3313425627.0,762649110.7,1597363864.0,953412652.3,97619086.0,190662278.0,474367747.0,898041491.0,550357946.0,381746426.0,62925235.0,410596130.78,120875098.0,463558379.21999997,1101833654.0
2016,2903214941.0,544363389.9,1406223613.0,952627938.1,77843965.0,145072843.0,321446582.0,791665293.0,485941449.0,391911134.0,51346646.0,355390370.58,121308573.0,452500285.41999996,1030955837.0
2017,2783748428.0,590494200.8,1244045697.0,949208530.2,75583258.0,153528492.0,361382451.0,699387786.0,431720498.0,376930707.0,67868410.0,348406459.1,116750427.0,411362728.9,965371734.0
2018,2839346849.0,559263676.8,1310280408.0,969802764.2,66552378.0,147365979.0,345345320.0,736915457.0,456014904.0,444848528.0,59739850.0,450544644.24,114136377.0,395922259.76,950230630.0
2019,2951564272.0,440459863.1,1594067607.0,917036801.9,60783461.0,114079105.0,265597297.0,895298920.0,556353669.0,412574857.0,45393322.0,504930398.95000005,113856385.0,395535064.05,1048545417.0
