Year,Harveted_Timber,Biomass,Pulpwood,Sawlog,Biochar,Residential_Fuel,Industry_Fuel,Paper,Composite_Board,Lumber,Veneer,Construction_B,Construction_E,Home_Application,Processing_Residual
1944,1133981250.0,210097187.5,623689687.5,300194375.0,0.0,80467223.0,129629965.0,390429745.0,0.0,133586497.0,14409330.0,56039212.0,42969996.0,48986619.0,464343586.0
1945,1122641438.0,228396215.6,617452790.6,276792431.8,0.0,70802827.0,157593389.0,387142899.0,0.0,109886595.0,15223584.0,45857885.0,31084875.0,48167419.0,460408648.0
1946,1190680313.0,218602046.9,654874171.9,317204094.2,0.0,83724584.0,134877463.0,411260980.0,0.0,137349373.0,20301062.0,62591006.0,40354728.0,54704701.0,487307949.0
1947,1162330781.0,214349617.2,639281929.7,308699234.1,0.0,81024155.0,133325462.0,401469052.0,0.0,132740671.0,14508864.0,59715282.0,43064894.0,44469360.0,481090664.0
1948,1360777500.0,204116625.0,748427625.0,408233250.0,0.0,62051454.0,142065171.0,470760975.0,0.0,167375632.0,21636362.0,72160999.0,42380269.0,74470726.0,593435067.0
1949,1474175625.0,221126343.8,810796593.8,442252687.4,0.0,87123779.0,134002564.0,510801854.0,0.0,170267285.0,22554887.0,66052199.0,52533437.0,74236536.0,654828813.0
1950,1587573750.0,238136062.5,873165562.5,476272125.0,0.0,75965404.0,162170659.0,550094304.0,0.0,207654646.0,26194967.0,88905881.0,63330217.0,81613515.0,679005293.0
1951,1769944741.0,284318536.8,977344970.3,508281233.9,0.0,90697613.0,193620924.0,570769463.0,90791609.0,212461556.0,28972030.0,142722134.23,68953432.0,120549628.77000001,718381024.0
1952,1723651500.0,241311210.0,913535295.0,568804995.0,0.0,76013031.0,165298179.0,532591077.0,88148143.0,232072438.0,27302640.0,158574123.94,68408102.0,120540995.06,730569688.0
1953,1786020469.0,250042865.6,946590848.4,589386755.0,0.0,94016117.0,156026748.0,550915874.0,93618875.0,245184890.0,37131366.0,154645014.75,64645059.0,156645057.25,742502289.0
1954,1769010750.0,247661505.0,937575697.5,583773547.5,0.0,93616049.0,154045456.0,545669056.0,94996656.0,237595834.0,32691319.0,143527391.44,71680153.0,150076264.56,743833640.0
1955,1814370000.0,254011800.0,961616100.0,598742100.0,0.0,90428201.0,163583599.0,559660571.0,99770323.0,213152188.0,36523268.0,136824900.43,55134583.0,157486295.57,789486818.0
1956,1842719531.0,276407929.7,976641351.6,589670249.7,0.0,109457540.0,166950390.0,566451984.0,103714126.0,245892494.0,35380215.0,185485182.34,71753231.0,127748422.66,754722639.0
1957,1984467188.0,277825406.3,1051767609.0,654874172.7,0.0,101684099.0,176141308.0,610025213.0,114271869.0,233135205.0,40602199.0,181588879.32999998,73519844.0,132900549.67,860742799.0
1958,1699962291.0,221151223.2,884604892.7,594206175.1,0.0,80277894.0,140873329.0,513070838.0,98289432.0,216885254.0,27333484.0,143369635.88,63106122.0,136032412.12,753367268.0
1959,1995807000.0,279412980.0,1057777710.0,658616310.0,0.0,102265151.0,177147829.0,613511072.0,118838208.0,260812059.0,40834211.0,181669492.16,73783281.0,165031704.84,838258898.0
1960,2018486625.0,282588127.5,1069797911.0,666100586.5,0.0,103709843.0,178878285.0,649367332.0,122841901.0,243126714.0,34637230.0,173984951.53,79167446.0,147453447.47,874024894.0
1961,2041166250.0,285763275.0,1081818113.0,673584862.0,0.0,101731726.0,184031549.0,655581777.0,126917209.0,282905642.0,38394337.0,179817094.78,74300620.0,194099473.22,843430306.0
1962,2018486625.0,282588127.5,1069797911.0,666100586.5,0.0,95797375.0,186790752.0,648297535.0,126844048.0,289087655.0,42630438.0,188776251.48000002,99492208.0,170293681.51999998,819000948.0
1963,2097865313.0,293701143.8,1111868616.0,692295553.2,0.0,98977285.0,194723858.0,673792381.0,133225019.0,256841650.0,33922482.0,189602352.64,71383467.0,163003331.36,904096035.0
1964,2267962500.0,317514750.0,1202020125.0,748427625.0,0.0,112400222.0,205114528.0,728424196.0,147048478.0,299371050.0,46402513.0,201606208.44,89926368.0,201289464.56,945967158.0
1965,2353011094.0,326586600.0,1247379375.0,779045119.0,0.0,112345790.0,214240810.0,755911902.0,154170484.0,280456243.0,38952256.0,190270119.48,93319026.0,189989837.52,1022204718.0
1966,2101172760.0,255960433.4,1093938635.0,751273691.6,0.0,91377875.0,164582559.0,662926813.0,136588513.0,292996740.0,34558590.0,201930728.8,91623122.0,170589992.2,917835960.0
1967,2608156875.0,365141962.5,1382323144.0,860691768.5,0.0,134007100.0,231134862.0,837687825.0,174347063.0,368376077.0,38731130.0,263979445.76,103106821.0,214368003.24,1075629977.0
1968,2721555000.0,381017700.0,1442424150.0,898113150.0,0.0,132594160.0,248423540.0,874109036.0,183758657.0,373615070.0,53886789.0,233307016.94,122175329.0,255778170.06,1120600272.0
1969,2778254063.0,388955568.8,1472474653.0,916823841.2,0.0,152081627.0,236873941.0,890847166.0,189460621.0,362145417.0,51342135.0,257074181.66,116624578.0,229249413.34,1165394232.0
1970,2915276066.0,358771255.8,1827685789.0,728819021.2,0.0,111219089.0,247552167.0,1107577588.0,239832072.0,274035952.0,41542684.0,246565393.28,81127693.0,227717620.72,1233871304.0
1971,2891652188.0,404831306.3,1532575659.0,954245222.7,0.0,128736355.0,276094951.0,928740850.0,203070614.0,380743844.0,58208959.0,289510048.4,133892896.0,218620472.60000002,1201886315.0
1972,2976700781.0,416738109.4,1577651414.0,982311257.6,0.0,139190529.0,277547581.0,956056757.0,211069010.0,382119079.0,45186318.0,302059611.6,112688979.0,223625815.4,1261793694.0
1973,2948351250.0,412769175.0,1562626163.0,972955912.0,0.0,152724595.0,260044580.0,946951455.0,211069822.0,388209409.0,60323267.0,287456783.66,96221024.0,275924690.34,1222917132.0
1974,3005050313.0,420707043.8,1592676666.0,991666603.2,0.0,144723223.0,275983821.0,965162060.0,215128857.0,420466640.0,54541663.0,282003344.94,133731463.0,274402352.06,1228584770.0
1975,2981671928.0,433616059.5,1655612625.0,892443243.5,0.0,169977495.0,263638564.0,1003301251.0,225765358.0,365901730.0,58008811.0,281799820.16,112835660.0,255040418.83999997,1208591546.0
1976,3118448438.0,436582781.3,1652777672.0,1029087985.0,0.0,164155126.0,272427656.0,1001583269.0,227515470.0,416780634.0,50425311.0,293202437.5,134213317.0,267305660.5,1299020882.0
1977,3175147500.0,444520650.0,1682828175.0,1047798675.0,0.0,148469897.0,296050753.0,1019793875.0,233832616.0,396067899.0,64963518.0,307731729.68,114321038.0,272811265.32,1337308624.0
1978,3231846563.0,452458518.8,1712878678.0,1066509366.0,0.0,177816198.0,274642321.0,1038004479.0,240232699.0,466064593.0,67190090.0,300503004.55,157416782.0,315567595.45000005,1295485695.0
1979,3339574781.0,467540469.4,1769974634.0,1102059678.0,0.0,147742788.0,319797681.0,1072604628.0,250544355.0,394537365.0,67225640.0,322224307.25,124494538.0,265588514.75,1427935385.0
1980,3345244688.0,413903156.3,1871069063.0,1060272469.0,0.0,128309978.0,285593178.0,1133867852.0,267295581.0,437892530.0,49832806.0,300366058.26,127418244.0,327236614.74,1405172866.0
1981,3458642813.0,484209993.8,1833080691.0,1141352128.0,0.0,162210348.0,321999646.0,1154840834.0,261868670.0,467954372.0,68481128.0,350596396.8,129303486.0,318404288.2,1418804455.0
1982,3401943750.0,476272125.0,1803030188.0,1122641437.0,0.0,181935952.0,294336173.0,1135909018.0,259933414.0,470386762.0,56132072.0,345823732.02,127139556.0,313488959.98,1396668006.0
1983,3175147500.0,444520650.0,1682828175.0,1047798675.0,0.0,159582913.0,284937737.0,1061864578.0,244810055.0,455792424.0,55533330.0,331747291.25,113784297.0,310604220.75,1283648632.0
1984,3118448438.0,436582781.3,1652777672.0,1029087985.0,0.0,160662464.0,275920318.0,1041249933.0,242609567.0,364297147.0,50425311.0,278054143.83,119103313.0,260174568.17000002,1346546036.0
1985,3061749375.0,408233250.0,1655612625.0,997903500.0,0.0,130634640.0,277598610.0,1044691566.0,243025706.0,349266225.0,45903561.0,289320652.41999996,117524285.0,231350554.57999998,1336170107.0
1986,3118448438.0,530136234.4,1559224219.0,1029087985.0,0.0,199331224.0,330805010.0,982311259.0,230929878.0,433246042.0,53512575.0,279697342.76,139527411.0,298463742.24,1233065697.0
1987,3175147500.0,539775075.0,1587573750.0,1047798675.0,0.0,161932522.0,377842552.0,1001759036.0,237223664.0,409689282.0,49246538.0,289698532.15999997,109775612.0,296685339.84000003,1290570453.0
1988,3231846563.0,549413915.6,1615923281.0,1066509366.0,0.0,172515969.0,376897946.0,1021263513.0,241459801.0,456466009.0,58658015.0,300968282.48,129673201.0,325942341.52,1265623432.0
1989,3288545625.0,559052756.3,1644272813.0,1085220056.0,0.0,177219724.0,381833033.0,1037536145.0,247870816.0,391764440.0,49920123.0,295237490.84000003,95646792.0,298671096.15999997,1370304076.0
1990,3365830530.0,572191190.0,1682915265.0,1110724075.0,0.0,217432652.0,354758538.0,1063602448.0,255927206.0,403192839.0,69975617.0,297644177.0,120371689.0,311079795.0,1379721251.0
1991,3625843812.0,616393448.0,1812921906.0,1196528458.0,0.0,192314756.0,424078692.0,1143953723.0,275697802.0,492969725.0,55040309.0,357030200.9,144612724.0,322064912.1,1448016985.0
1992,3629863775.0,617076841.8,1814931888.0,1197855045.0,0.0,219679356.0,397397486.0,1147036953.0,278415157.0,527056220.0,63486317.0,419330560.06,142538071.0,307089062.94,1407697471.0
1993,3548917359.0,603315951.0,1774458679.0,1171142729.0,0.0,203920791.0,399395160.0,1121457885.0,274569819.0,416926812.0,67926278.0,316326684.93,126421080.0,316675145.07,1468825916.0
1994,3465483554.0,589132204.2,1732741777.0,1143609573.0,0.0,217389783.0,371742421.0,1095092803.0,268114778.0,487177678.0,60611307.0,375003716.9,150433811.0,290466235.1,1358226970.0
1995,3706046223.0,630027858.0,1853023112.0,1222995253.0,0.0,216099555.0,413928303.0,1171110608.0,289200139.0,508766025.0,64818748.0,415248248.23,139633477.0,307903186.77,1464740648.0
1996,3786774462.0,643751658.5,1893387231.0,1249635573.0,0.0,241406872.0,402344787.0,1196620730.0,295499741.0,518598763.0,64981050.0,366215640.90999997,171402643.0,341461270.09000003,1499146142.0
1997,3964319638.0,673934338.5,1982159819.0,1308225481.0,0.0,221724397.0,452209941.0,1252725005.0,312006638.0,562536957.0,81109980.0,416384845.52,195571478.0,343697250.48,1536728864.0
1998,3923575125.0,667007771.3,1961787563.0,1294779791.0,0.0,254796969.0,412210803.0,1239849740.0,308799895.0,477773743.0,78981567.0,347724441.95,153023083.0,364807680.04999995,1599249221.0
1999,3479513170.0,591517239.0,1739756585.0,1148239346.0,0.0,230100206.0,361417033.0,1101265919.0,276183838.0,481112286.0,51670771.0,337281086.34000003,137377046.0,334308762.65999997,1379209430.0
2000,3543849030.0,602454335.0,1771924515.0,1169470180.0,0.0,222305650.0,380148685.0,1121628218.0,283672370.0,430365026.0,76015562.0,284623055.0,137231671.0,368198232.0,1440964454.0
2001,3601564593.0,612265980.8,1800782296.0,1188516316.0,0.0,215517625.0,396748356.0,1177711621.0,288292294.0,449259167.0,71310979.0,406642656.4,129170111.0,273049671.6,1458489598.0
2002,3797783719.0,645623232.2,1898891859.0,1253268628.0,0.0,218220652.0,427402580.0,1241875275.0,306557454.0,480001885.0,75196118.0,433829093.4,138743981.0,289182382.6,1531038528.0
2003,3400250149.0,578042525.3,1700125075.0,1122082549.0,0.0,208095309.0,369947216.0,1113581924.0,274468508.0,426391369.0,71813283.0,328739638.0,115886886.0,328046636.0,1368532680.0
2004,3706753828.0,630148150.7,1853376914.0,1223228763.0,0.0,191565038.0,438583113.0,1212108502.0,301712521.0,458710786.0,61161438.0,341733612.45000005,116357801.0,363493331.55,1515135627.0
2005,3596054691.0,537659066.0,1596351332.0,1462044293.0,0.0,196245559.0,341413507.0,1045610123.0,259871147.0,652071755.0,74564259.0,385656521.8,186245530.0,414605109.2,1434610162.0
2006,3989320682.0,677019249.5,1632811131.0,1679490302.0,0.0,220708275.0,456310974.0,1069491291.0,268016728.0,728898791.0,89012986.0,482822850.52,210221321.0,392884333.48,1575116989.0
2007,3758090293.0,798924717.2,1738819406.0,1220346170.0,0.0,291607522.0,507317195.0,1140665530.0,285417388.0,486918122.0,78102155.0,318638753.2,154881098.0,376917813.79999995,1415189973.0
2008,3247818915.0,711938149.5,1667662083.0,868218682.5,0.0,250602229.0,461335921.0,1092318664.0,276000019.0,387225532.0,50356684.0,329892640.64,102532077.0,281157517.36,1159404797.0
2009,3237817881.0,833079098.5,1630205095.0,774533687.5,0.0,325733928.0,507345171.0,1069414542.0,269800843.0,306715340.0,44922954.0,261404250.06,82938463.0,277096423.94,1136069554.0
2010,3309033718.0,832985885.3,1683003262.0,793044570.7,0.0,327363453.0,505622432.0,1104050139.0,280827848.0,298977803.0,49168763.0,275525043.56,95292589.0,258156781.44,1180370429.0
2011,3054537027.0,611089341.4,1726891058.0,716556627.6,0.0,241991379.0,369097962.0,1132840533.0,288151016.0,294504774.0,43709954.0,287079141.64,91744127.0,247542475.36,1131266400.0
2012,3056602914.0,616879903.3,1522209256.0,917513754.7,0.0,196167809.0,420712094.0,998569273.0,253997578.0,348655227.0,54133312.0,311203987.24,108802449.0,236779680.76,1178408452.0
2013,3255137630.0,669889444.4,1715902326.0,869345859.6,0.0,223073185.0,446816259.0,1125631927.0,288656466.0,322527314.0,48683368.0,286886468.34000003,83963402.0,289017278.65999997,1246268592.0
2014,3302888447.0,741312346.2,1653179101.0,908396999.8,0.0,235737326.0,505575020.0,1086138669.0,278104896.0,347916051.0,41786262.0,259689322.28,102290622.0,305827264.72,1239480775.0
2015,3313425627.0,762649110.7,1597363864.0,953412652.3,0.0,239471821.0,523177290.0,1049468059.0,270897965.0,347042205.0,57204759.0,274615409.95,109886452.0,290643067.04999995,1245616333.0
2016,2903214941.0,544363389.9,1406223613.0,952627938.1,0.0,183994826.0,360368564.0,923888915.0,238482367.0,356282849.0,46678769.0,237703468.14,110280521.0,293459995.86,1161373592.0
2017,2783748428.0,590494200.8,1244045697.0,949208530.2,0.0,191320121.0,399174080.0,817338023.0,212682286.0,342664279.0,61698554.0,235827241.7,106136752.0,275081125.3,1086005574.0
2018,2839346849.0,559263676.8,1310280408.0,969802764.2,0.0,180642168.0,378621509.0,862164508.0,224005785.0,404407753.0,54308955.0,302876238.6,103760343.0,276085911.4,1081058034.0
2019,2951564272.0,440459863.1,1594067607.0,917036801.9,0.0,144470835.0,295989028.0,1048896484.0,272522097.0,375068052.0,41266656.0,330737954.35,103505804.0,254613045.65,1194121503.0
